,Unnamed: 0,department,division,position_title,city,gender,ethnicity,education,veteran_status,startyear,birthyear,tenure,age
4150,4150,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),Norfolk,Male,Black,Not Indicated,Not a Veteran,2002,1973,21,50
4151,4151,General Services,Gen Srvs-PublicInfrastructure,Operating Engineer II,Suffolk,Male,Black,Not Indicated,Not a Veteran,1999,1959,24,64
4152,4152,Police,Police Administrative Svcs-Swn,Master Police Officer,Camden,Male,White,Not Indicated,Not a Veteran,2004,1981,19,42
4153,4153,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Senior),Portsmouth,Male,Black,Not Indicated,Not a Veteran,2007,1983,16,40
4154,4154,Police,Police Field Operations-Sworn,Police Officer,Hampton,Male,Black,Bachelors Level Degree,Not a Veteran,2017,1994,6,29
4155,4155,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2004,1979,19,44
4156,4156,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist III,Chesapeake,Female,Black,Not Indicated,Not a Veteran,1981,1957,42,66
4157,4157,Nauticus,Maritime Center - Admin,Maritime Center Specialist I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1983,16,40
4158,4158,Circuit Court Judges,Circuit Court Judges,Legal Secretary II,Chesapeake,Female,White,Not Indicated,Not a Veteran,1996,1971,27,52
4159,4159,Utilities,Utilities Water Accounts,Staff Technician II,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2000,1969,23,54
4160,4160,City Real Estate Assessor,City Assessor,Programmer/Analyst V,Newport News,Male,Black,Not Indicated,Not a Veteran,2007,1981,16,42
4161,4161,Cemeteries,Cemetery Fund,Operations Manager,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1963,15,60
4162,4162,City Real Estate Assessor,City Assessor,Program Supervisor,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2008,1980,15,43
4163,4163,Public Works,PW Utility Cut Repairs,Lead Mason,Exmore,Male,Black,Some College,Not a Veteran,2018,1978,5,45
4164,4164,Public Works,PW Waste Management,Refuse Collector III,Norfolk,Male,Black,Not Indicated,Not a Veteran,2000,1965,23,58
4165,4165,Police,Police Administrative Svc-Civl,Program Administrator,Norfolk,Male,White,Bachelors Level Degree,Not a Veteran,2020,1983,3,40
4166,4166,City Real Estate Assessor,City Assessor,Chief Dep Real Estate Assessor,Chesapeake,Female,White,Not Indicated,Not a Veteran,2008,1962,15,61
4167,4167,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1976,15,47
4168,4168,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Portsmouth,Female,Black,Not Indicated,Not a Veteran,2006,1963,17,60
4169,4169,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2000,1977,23,46
4170,4170,Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Yorktown,Male,White,Not Indicated,Not a Veteran,2002,1976,21,47
4171,4171,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm III,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2004,1978,19,45
4172,4172,Police,Police Administrative Svc-Civl,Ops Officer III (Police only),Portsmouth,Female,Black,Not Indicated,Not a Veteran,2003,1981,20,42
4173,4173,Utilities,Utilities Engineering,Civil Engineer II,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1984,16,39
4174,4174,Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary II CWA,Norfolk,Female,Black,Associate Degree,Not a Veteran,2022,1960,1,63
4175,4175,General Services,Gen Srvs-PublicInfrastructure,Electrician II,Chesapeake,Male,Black,Masters Level Degree,Not a Veteran,2019,1956,4,67
4176,4176,Public Works,PW Waste Management,Refuse Inspector,Norfolk,Male,Black,Not Indicated,Not a Veteran,2007,1968,16,55
4177,4177,City Auditor,City Auditor,Deputy City Auditor,Norfolk,Male,White,Not Indicated,Not a Veteran,2005,1955,18,68
4178,4178,Police,Police Field Operations-Sworn,Police Captain,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1986,1964,37,59
4179,4179,Utilities,Utilities Water Distribution,Utility Maintenance Mech I,Norfolk,Male,Black,Not Indicated,Not a Veteran,2000,1965,23,58
4180,4180,Communications,Office of Communications,Bureau Manager,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1979,16,44
4181,4181,Fire-Rescue,Fire-Rescue,Assistant Fire Chief,Norfolk,Male,Black,Not Indicated,Not a Veteran,1982,1961,41,62
4182,4182,Emergency Preparedness and Response,EOC/911,Mgmt Services Administrator,Chesapeake,Male,Hispanic,Not Indicated,Not a Veteran,2007,1964,16,59
4183,4183,Fire-Rescue,Fire-Rescue,Fire Captain,Chesapeake,Male,White,Not Indicated,Not a Veteran,1996,1970,27,53
4184,4184,"Cultural Facilities, Arts and Entertainment","CulturalFaciities,Arts&Entrmnt",Event Support Crew Member I,Norfolk,Male,Black,Not Indicated,Not a Veteran,2001,1957,22,66
4185,4185,General Services,Gen Srvs-PublicInfrastructure,Maintenance Mechanic II,Moyock,Male,White,Not Indicated,Not a Veteran,1999,1956,24,67
4186,4186,Police,Police Administrative Svcs-Swn,Master Police Officer,Norfolk,Male,White,Not Indicated,Not a Veteran,2007,1982,16,41
4187,4187,Police,Police Field Operations-Sworn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2005,1980,18,43
4188,4188,Utilities,Utilities Director's Office,Assistant Director,Norfolk,Male,White,Not Indicated,Not a Veteran,2007,1954,16,69
4189,4189,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1987,15,36
4190,4190,Parks and Recreation,RPOS - Landscape Services,Forestry Crew Leader,Norfolk,Male,Black,Not Indicated,Not a Veteran,1999,1970,24,53
4191,4191,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2003,1977,20,46
4192,4192,Norfolk Community Services Board,NCSB-PACT,Mental Health Professional,Chesapeake,Male,Black,Not Indicated,Not a Veteran,2007,1968,16,55
4193,4193,Cemeteries,Cemetery Fund,Equipment Operator II,Virginia Beach,Male,White,Not Indicated,Not a Veteran,1999,1976,24,47
4194,4194,Police,Police Administrative Svc-Civl,Operations Officer II,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2007,1957,16,66
4195,4195,Norfolk Community Services Board,NCSB-Executive Directors Offic,Management Analyst III,Chesapeake,Female,Black,Some Graduate School,Not a Veteran,2020,1993,3,30
4196,4196,Police,Police Investigative Svc-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2003,1979,20,44
4197,4197,Fire-Rescue,Fire-Rescue,Fire Lieutenant,Chesapeake,Male,White,Not Indicated,Not a Veteran,2005,1982,18,41
4198,4198,Public Works,PW Storm Water Mgmt,Equipment Operator II,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2004,1980,19,43
4199,4199,Norfolk Community Services Board,NCSB - Housing & Homeless Serv,Division Head,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2005,1979,18,44
4200,4200,Public Works,PW Div of Streets & Bridges,Bridge Maint Supervisor,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2003,1963,20,60
4201,4201,City Planning,Planning-Planning,City Planning Manager,Norfolk,Male,White,Not Indicated,Not a Veteran,2008,1977,15,46
4202,4202,Police,Police Administration - Sworn,Police Sergeant,Chesapeake,Male,White,Not Indicated,Not a Veteran,2005,1983,18,40
4203,4203,Sheriff and Jail,Judicial - Sheriff and Jail,Deputy Sheriff (Master),Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2006,1979,17,44
4204,4204,Police,Police Administrative Svcs-Swn,Master Police Officer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1982,15,41
4205,4205,Nauticus,Maritime Center - Admin,Director of Maritime Center,Norfolk,Male,White,Not Indicated,Not a Veteran,2001,1972,22,51
4206,4206,Public Works,PW Div of Streets & Bridges,Asst Streets Engineer,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2007,1961,16,62
4207,4207,Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary II CWA,Norfolk,Female,White,Not Indicated,Not a Veteran,2005,1960,18,63
4208,4208,Sheriff and Jail,Sheriff - InmateClassification,Inmate Classif Specialist,Hampton,Male,Black,Not Indicated,Not a Veteran,2008,1971,15,52
4209,4209,Utilities,Utilities Water Production,Chief Waterworks Operator,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2000,1956,23,67
4210,4210,Human Services,Human Services - VJCCCA,Youth Detention Specialist III,Norfolk,Male,Black,Not Indicated,Not a Veteran,1999,1961,24,62
4211,4211,Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2005,1970,18,53
4212,4212,Utilities,Utilities Engineering,Civil Engineer I,Chesapeake,Female,Black,Bachelors Level Degree,Not a Veteran,2007,1984,16,39
4213,4213,Utilities,Utilities Water Distribution,Utility Maintenance Mech I,Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2019,1998,4,25
4214,4214,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor II,Norfolk,Female,Black,Not Indicated,Not a Veteran,2005,1968,18,55
4215,4215,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Norfolk,Female,Black,Associate Degree,Not a Veteran,2018,1990,5,33
4216,4216,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Norfolk,Male,Black,Associate Degree,Not a Veteran,2009,1983,14,40
4217,4217,City Clerk,City Clerk,Deputy City Clk/Steno Reporter,Norfolk,Female,White,Not Indicated,Not a Veteran,1999,1956,24,67
4218,4218,Norfolk Community Services Board,NCSB Homeless Project,Case Manager III,Norfolk,Female,White,Masters Level Degree,Not a Veteran,2020,1995,3,28
4219,4219,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Suffolk,Male,White,Not Indicated,Not a Veteran,1996,1972,27,51
4220,4220,Utilities,Utilities WasteWater,Equipment Operator III,Norfolk,Male,Black,Not Indicated,Not a Veteran,2005,1988,18,35
4221,4221,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist II,Hampton,Female,Black,Bachelors Level Degree,Not a Veteran,2017,1990,6,33
4222,4222,Utilities,Utilities Engineering,Construction Inspector I,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2001,1963,22,60
4223,4223,Police,Police Field Operations-Sworn,Police Officer,Norfolk,Male,White,Bachelors Level Degree,Not a Veteran,2019,1992,4,31
4224,4224,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Chesapeake,Male,White,Not Indicated,Not a Veteran,2003,1978,20,45
4225,4225,Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Norfolk,Female,White,Not Indicated,Not a Veteran,2013,1988,10,35
4226,4226,City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Virginia Beach,Female,White,Some College,Not a Veteran,2013,1958,10,65
4227,4227,Slover Library,Slover Library,Library Associate  I,Virginia Beach,Female,White,Bachelors Level Degree,Not a Veteran,2016,1965,7,58
4228,4228,Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Norfolk,Female,White,Not Indicated,Not a Veteran,1998,1959,25,64
4229,4229,Utilities,Utilities Water Accounts,Account Representative,Portsmouth,Female,Black,Not Indicated,Not a Veteran,2006,1979,17,44
4230,4230,Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,1984,1956,39,67
4231,4231,Transit,Transit - Directors Office,Director of Transit,Chesapeake,Male,White,Not Indicated,Not a Veteran,1980,1954,43,69
4232,4232,General Services,Gen Srvs-PublicInfrastructure,Electrician III,South Mills,Male,White,Not Indicated,Not a Veteran,1999,1967,24,56
4233,4233,Police,Police Investigative Svc-Civil,"Crime Analyst, Senior",Chesapeake,Female,White,Not Indicated,Not a Veteran,2001,1979,22,44
4234,4234,Zoological Park,Executive Zoo-Animal Services,Zookeeper,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2017,1993,6,30
4235,4235,Police,Police Field Operations-Sworn,Police Sergeant,Chesapeake,Male,White,Not Indicated,Not a Veteran,2006,1976,17,47
4236,4236,Norfolk Community Services Board,NCSB-Substance Abuse Svs Adm,Administrative Assistant I,Chesapeake,Female,Black,Not Indicated,Not a Veteran,2007,1966,16,57
4237,4237,Police,Police Field Operations-Guards,School Crossing Guard,Norfolk,Female,Black,HS Graduate or Equivalent,Not a Veteran,2012,1974,11,49
4238,4238,Police,Police Field Operations-Sworn,Master Police Officer,Chesapeake,Male,White,Not Indicated,Not a Veteran,2005,1980,18,43
4239,4239,Transit,Transit - Transportation,Bureau Manager,Chesapeake,Male,White,Not Indicated,Not a Veteran,1985,1967,38,56
4240,4240,Cemeteries,Cemetery Fund,Cemetery Manager II,Portsmouth,Male,White,Not Indicated,Not a Veteran,2007,1964,16,59
4241,4241,Sheriff and Jail,Judicial - Sheriff and Jail,Payroll & Benefits Coordinator,Norfolk,Female,White,Not Indicated,Not a Veteran,2002,1971,21,52
4242,4242,Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Norfolk,Female,White,Not Indicated,Not a Veteran,2004,1958,19,65
4243,4243,Commonwealths Attorney,Commonwealth's Attorney,Legal Secretary II CWA,Hampton,Female,Black,Some College,Not a Veteran,2018,1969,5,54
4244,4244,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Virginia Beach,Male,White,Not Indicated,Not a Veteran,2008,1980,15,43
4245,4245,Utilities,Utilities Water Distribution,Crew Leader I,Norfolk,Male,Black,Not Indicated,Not a Veteran,2020,1983,3,40
4246,4246,Fire-Rescue,Fire-Rescue,Programmer/Analyst III,Portsmouth,Male,Black,Not Indicated,Not a Veteran,2008,1976,15,47
4247,4247,Norfolk Community Services Board,NCSB-Youth Services,Counselor III,Virginia Beach,Female,White,Not Indicated,Not a Veteran,2001,1963,22,60
4248,4248,Human Services,Hum Svc Juvenile Detention Ctr,Youth Detention Specialist III,Chesapeake,Male,Black,Not Indicated,Not a Veteran,2000,1964,23,59
4249,4249,Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Norfolk,Male,White,Not Indicated,Not a Veteran,2004,1971,19,52
4250,4250,Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,Portsmouth,Female,Black,Not Indicated,Not a Veteran,2008,1962,15,61
4251,4251,General Services,General Services-Animal Care,Animal Caretaker,Chesapeake,Female,White,Not Indicated,Not a Veteran,2008,1972,15,51
4252,4252,Fire-Rescue,Fire-Rescue,Fire Captain,Chesapeake,Male,White,Not Indicated,Not a Veteran,1996,1974,27,49
4253,4253,Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk I-CC,Norfolk,Female,White,Some College,Not a Veteran,2022,1997,1,26
4254,4254,Commonwealths Attorney,Commonwealth's Attorney,Paralegal CWA,Norfolk,Female,White,Not Indicated,Not a Veteran,1999,1963,24,60
4255,4255,Public Works,PW Waste Management,Refuse Collector III,Norfolk,Male,Black,Not Indicated,Not a Veteran,2007,1984,16,39
4256,4256,Utilities,Utilities WasteWater,Equipment Operator II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2004,1974,19,49
4257,4257,City Treasurer,City Treasurer,Deputy II - TR,Chesapeake,Female,White,Not Indicated,Not a Veteran,2000,1967,23,56
4258,4258,Housing and Community Development,HUD Entitlement Management,Bureau Manager,Chesapeake,Female,Black,Not Indicated,Not a Veteran,2008,1972,15,51
4259,4259,Sheriff and Jail,Judicial - Sheriff and Jail,Education Programs Specialist,Norfolk,Female,Black,Bachelors Level Degree,Not a Veteran,2004,1955,19,68
4260,4260,Police,Police Field Operations-Sworn,Police Lieutenant,Norfolk,Male,White,Not Indicated,Not a Veteran,1984,1961,39,62
4261,4261,Utilities,Utilities Water Distribution,Crew Leader I,Norfolk,Male,Black,HS Graduate or Equivalent,Not a Veteran,2020,1992,3,31
4262,4262,Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,Chesapeake,Female,Black,Not Indicated,Not a Veteran,2006,1968,17,55
4263,4263,Police,Police Field Operations-Sworn,Police Sergeant,Suffolk,Male,White,Not Indicated,Not a Veteran,1999,1977,24,46
4264,4264,Police,Police Field Operations-Civiln,Administrative Assistant I,Norfolk,Female,Black,Not Indicated,Not a Veteran,1983,1954,40,69
4265,4265,Utilities,Utilities Water Accounts,Account Representative,Portsmouth,Female,Black,Not Indicated,Not a Veteran,2002,1965,21,58
4266,4266,Nauticus,Maritime Center - Visitor Svcs,Maritime Center Specialist II,Chesapeake,Male,Black,Not Indicated,Not a Veteran,2006,1986,17,37
4267,4267,Utilities,Utilities Water Distribution,Utility Maintenance Mech II,Norfolk,Male,Black,Not Indicated,Not a Veteran,2006,1977,17,46
4268,4268,City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Virginia Beach,Male,White,Masters Level Degree,Not a Veteran,2019,1980,4,43
4269,4269,Parks and Recreation,RPOS - Landscape Services,Equipment Operator IV,Chesapeake,Male,White,Not Indicated,Not a Veteran,2006,1964,17,59
4270,4270,Norfolk Community Services Board,NCSB-Case Management,Case Manager III,Norfolk,Female,White,Bachelors Level Degree,Not a Veteran,2019,1964,4,59
4271,4271,Human Services,Hum Svc Div of Social Services,Benefit Programs Specialist Sr,Virginia Beach,Female,Black,Not Indicated,Not a Veteran,2000,1962,23,61
4272,4272,Clerk of the Circuit Court,Clerk of the Circuit Court,Deputy Clerk II-CC,Norfolk,Female,Hispanic,Less Than HS Graduate,Not a Veteran,2019,1976,4,47
4273,4273,Emergency Preparedness and Response,EOC/911,Public Safety Telecomm III,Norfolk,Female,White,Not Indicated,Not a Veteran,1999,1978,24,45
4274,4274,General Services,General Services-Parking Fac,Economic & Policy Analyst,Norfolk,Female,Asian,Doctorate (Academic),Not a Veteran,2021,1991,2,32
4275,4275,Police,Police Field Operations-Sworn,Police Sergeant,Virginia Beach,Male,Black,Not Indicated,Not a Veteran,2006,1980,17,43
4276,4276,Utilities,Utilities Water Production,"Utility MaintenanceSupv, Sr",Virginia Beach,Male,White,Not Indicated,Not a Veteran,2004,1961,19,62
4277,4277,Police,Police Field Operations-Sworn,Police Sergeant,Norfolk,Male,White,Not Indicated,Not a Veteran,2007,1982,16,41
4278,4278,City Attorney,Law,Deputy City Attorney I,Norfolk,Male,White,Not Indicated,Veteran,2006,1973,17,50
4279,4279,Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Norfolk,Male,White,Not Indicated,Veteran,2019,1986,4,37
4280,4280,Information Technology,Information Technology,Network Engineer II,Newport News,Male,White,Technical School,Veteran,2017,1965,6,58
4281,4281,City Planning,Planning-Planning,City Planner I,Fort Monroe,Female,White,Not Indicated,Veteran,2019,1975,4,48
